S.No,Station ID,Station Name,EVSE ID,Address,City,State,Latitude,Longitude,Station Status,EVSE Status,Protocol,Coordinates,Map Link
129,661912c766512ff1b8c74671,Seelampur,032300130C03130,"New Seelampur, Shahdara, New Delhi 110053",NEW DELHI,DELHI,28.672,77.2733,Available,Available,ocpp1.6,"28.672, 77.2733","28.672, 77.2733"
130,66190eac66512ff1b8c7466f,ANDHERIA MOD,032300130C03140,Desu Colony Mehrauli,NEW DELHI,DELHI,28.5088,77.1773,Available,Available,ocpp1.6,"28.5088, 77.1773","28.5088, 77.1773"
131,66190eac66512ff1b8c7466f,ANDHERIA MOD,21082025,Desu Colony Mehrauli,NEW DELHI,DELHI,28.5088,77.1773,Available,Available,ocpp1.6,"28.5088, 77.1773","28.5088, 77.1773"
132,6618c8e566512ff1b8c7466c,Majnu Ka Tila 3107,032300130C03107,"T-28, Aruna Nagar, near Gurudwara, Majnu-ka-tilla, Delhi, 110054",NEW DELHI,DELHI,28.698,77.2274,Available,Available,ocpp1.6,"28.698, 77.2274","28.698, 77.2274"
133,6618c8e566512ff1b8c7466c,Majnu Ka Tila 3107,241210K100041,"T-28, Aruna Nagar, near Gurudwara, Majnu-ka-tilla, Delhi, 110054",NEW DELHI,DELHI,28.698,77.2274,Available,Available,ocpp1.6,"28.698, 77.2274","28.698, 77.2274"
134,6618bfd266512ff1b8c7466a,Pamposh,032300130C03087,"Outer Ring Rd, Greater Kailash-1, Nehru Enclave, Kalkaji, New Delhi, Delhi 110048",NEW DELHI,DELHI,28.5445,77.2459,Available,Available,ocpp1.6,"28.5445, 77.2459","28.5445, 77.2459"
135,66167c9566512ff1b8c7465d,Ashram,032300130C03105,"Mahatma Gandhi Flyover, Friends Colony West, Hari Nagar Ashram, New Delhi, Delhi, India",NEW DELHI,DELHI,28.5719,77.2579,Available,Available,ocpp1.6,"28.5719, 77.2579","28.5719, 77.2579"
136,66167c9566512ff1b8c7465d,Ashram,122300103C03189,"Mahatma Gandhi Flyover, Friends Colony West, Hari Nagar Ashram, New Delhi, Delhi, India",NEW DELHI,DELHI,28.5719,77.2579,Available,Available,ocpp1.6,"28.5719, 77.2579","28.5719, 77.2579"
137,66165e52817e68210ab54cbb,Pearl Academy,032300130C03062,A21/12 Dr Girdharilal Goswami Marg Block A Phase 2 Naraina Industrial Estate North,NEW DELHI,DELHI,28.6423,77.1462,Available,Available,ocpp1.6,"28.6423, 77.1462","28.6423, 77.1462"
138,66165e52817e68210ab54cbb,Pearl Academy,122300103C03201,A21/12 Dr Girdharilal Goswami Marg Block A Phase 2 Naraina Industrial Estate North,NEW DELHI,DELHI,28.6423,77.1462,Available,Available,ocpp1.6,"28.6423, 77.1462","28.6423, 77.1462"
139,66165d5e817e68210ab54cb5,Satya Park,032300130C03071,B-68/2 Goswami Girdhari Lal Marg Phase 2 Naraina Industrial Area Phase 1 Naraina,NEW DELHI,DELHI,28.6451,77.148,Available,Available,ocpp1.6,"28.6451, 77.148","28.6451, 77.148"
140,66165d5e817e68210ab54cb5,Satya Park,122300103C03185,B-68/2 Goswami Girdhari Lal Marg Phase 2 Naraina Industrial Area Phase 1 Naraina,NEW DELHI,DELHI,28.6451,77.148,Available,Available,ocpp1.6,"28.6451, 77.148","28.6451, 77.148"
141,66165c9f817e68210ab54cb0,LOHA Mandi Naraina 3063,JTAC311102400053,Krishi Kunj,NEW DELHI,DELHI,28.6394,77.1438,Available,Available,ocpp1.6,"28.6394, 77.1438","28.6394, 77.1438"
142,66165c9f817e68210ab54cb0,LOHA Mandi Naraina 3063,122300103C03205,Krishi Kunj,NEW DELHI,DELHI,28.6394,77.1438,Available,Available,ocpp1.6,"28.6394, 77.1438","28.6394, 77.1438"
143,66165bf3817e68210ab54cab,A1 Banquet hall,032300130C03124,"Naraina Flyover, Industrial Area Phase I, Block A, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi, India",NEW DELHI,DELHI,28.6337,77.1396,Available,Available,ocpp1.6,"28.6337, 77.1396","28.6337, 77.1396"
144,66165bf3817e68210ab54cab,A1 Banquet hall,122300103C03187,"Naraina Flyover, Industrial Area Phase I, Block A, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi, India",NEW DELHI,DELHI,28.6337,77.1396,Available,Available,ocpp1.6,"28.6337, 77.1396","28.6337, 77.1396"
145,66164b3e62b0f0f18f1c3653,RTR Marg 2,032300130C03073,"Qutab Garh, Sector 8, Rama Krishna Puram, New Delhi, Delhi 110022",NEW DELHI,DELHI,28.5734,77.1651,Available,Available,ocpp1.6,"28.5734, 77.1651","28.5734, 77.1651"
146,66164ab962b0f0f18f1c364f,RTR MARG 1,JTAC311102400008,"KD Colony, Sector 9, Rama Krishna Puram, New Delhi, Delhi 110022",NEW DELHI,DELHI,28.5751,77.1688,Available,Available,ocpp1.6,"28.5751, 77.1688","28.5751, 77.1688"
147,6616471c62b0f0f18f1c3635,Vasant Gaon,032300130C03077,"621, Qutab Garh, Sector 8, Rama Krishna Puram, New Delhi, Delhi, India",NEW DELHI,DELHI,28.5698,77.1641,Available,Available,ocpp1.6,"28.5698, 77.1641","28.5698, 77.1641"
148,6616471c62b0f0f18f1c3635,Vasant Gaon,JTAC311102400047,"621, Qutab Garh, Sector 8, Rama Krishna Puram, New Delhi, Delhi, India",NEW DELHI,DELHI,28.5698,77.1641,Available,Available,ocpp1.6,"28.5698, 77.1641","28.5698, 77.1641"
